"","x"
"2633","ZNF419"
"2634","ZNF436"
"2635","ZNF441"
"2636","ZNF449"
"2637","ZNF469"
"2638","ZNF473"
"2639","ZNF483"
"2640","ZNF484"
"2641","ZNF521"
"2642","ZNF526"
"2643","ZNF527"
"2644","ZNF550"
"2645","ZNF563"
"2646","ZNF565"
"2647","ZNF569"
"2648","ZNF570"
"2649","ZNF585A"
"2650","ZNF589"
"2651","ZNF592"
"2652","ZNF610"
"2653","ZNF616"
"2654","ZNF619"
"2655","ZNF622"
"2656","ZNF624"
"2657","ZNF626"
"2658","ZNF627"
"2659","ZNF630"
"2660","ZNF639"
"2661","ZNF644"
"2662","ZNF648"
"2663","ZNF654"
"2664","ZNF658"
"2665","ZNF677"
"2666","ZNF697"
"2667","ZNF713"
"2668","ZNF721"
"2669","ZNF781"
"2670","ZNF790"
"2671","ZNF805"
"2672","ZNF827"
"2673","ZPR1"
"2674","ZSCAN26"
"2675","ZZZ3"
