"","x"
"1366","UBR3"
"1367","UBXN2B"
"1368","UCHL1"
"1369","UCHL5"
"1370","UEVLD"
"1371","UFM1"
"1372","UGT2B15"
"1373","UHMK1"
"1374","UMPS"
"1375","UNC50"
"1376","UPF2"
"1377","UPRT"
"1378","URI1"
"1379","USO1"
"1380","USP14"
"1381","USP30"
"1382","USP38"
"1383","USP47"
"1384","USP8"
"1385","UTP14C"
"1386","UTP23"
"1387","UTP3"
"1388","VAMP3"
"1389","VAMP4"
"1390","VAMP7"
"1391","VAPA"
"1392","VCAM1"
"1393","VCPIP1"
"1394","VDAC2"
"1395","VEZT"
"1396","VGLL3"
"1397","VIPR2"
"1398","VIT"
"1399","VPS26A"
"1400","VPS33A"
"1401","VPS37A"
"1402","VPS41"
"1403","VPS4B"
"1404","VPS8"
"1405","VTA1"
"1406","VWA8"
"1407","VWA9"
"1408","WBP1L"
"1409","WDCP"
"1410","WDR11"
"1411","WDR20"
"1412","WDR36"
"1413","WDR47"
"1414","WDR7"
"1415","WDR75"
"1416","WDSUB1"
"1417","WNT5B"
"1418","WTAP"
"1419","XPNPEP3"
"1420","XPOT"
"1421","YEATS4"
"1422","YIPF4"
"1423","YIPF5"
"1424","YME1L1"
"1425","YPEL5"
"1426","YRDC"
"1427","YTHDF3"
"1428","YY1"
"1429","ZADH2"
"1430","ZBED9"
"1431","ZBTB11"
"1432","ZBTB21"
"1433","ZBTB24"
"1434","ZBTB26"
"1435","ZBTB41"
"1436","ZBTB44"
"1437","ZBTB6"
"1438","ZC3H12C"
"1439","ZC3H13"
"1440","ZC3H15"
"1441","ZC3H8"
"1442","ZCCHC6"
"1443","ZCRB1"
"1444","ZDHHC13"
"1445","ZDHHC21"
"1446","ZDHHC23"
"1447","ZFAND1"
"1448","ZFAND2A"
"1449","ZFAND5"
"1450","ZFAND6"
"1451","ZFYVE16"
"1452","ZG16B"
"1453","ZIC1"
"1454","ZIC2"
"1455","ZIC4"
"1456","ZMAT2"
"1457","ZMPSTE24"
"1458","ZMYM5"
"1459","ZNF106"
"1460","ZNF14"
"1461","ZNF140"
"1462","ZNF146"
"1463","ZNF17"
"1464","ZNF184"
"1465","ZNF204P"
"1466","ZNF222"
"1467","ZNF229"
"1468","ZNF267"
"1469","ZNF330"
"1470","ZNF41"
"1471","ZNF468"
"1472","ZNF473"
"1473","ZNF564"
"1474","ZNF619"
"1475","ZNF639"
"1476","ZNF644"
"1477","ZNF697"
"1478","ZNF713"
"1479","ZNF720"
"1480","ZNF800"
"1481","ZNF830"
"1482","ZNF845"
"1483","ZNF92"
"1484","ZNHIT3"
"1485","ZNHIT6"
"1486","ZZZ3"
